nohup: ignoring input
2018-04-09 09:29:22.952820: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2018-04-09 09:29:29.338564: step 0, loss = 4.66 (197.5 examples/sec; 0.648 sec/batch)
2018-04-10 07:48:49.037388: step 77830, loss = 1.74 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 07:48:59.348177: step 77840, loss = 1.44 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 07:49:09.675218: step 77850, loss = 1.45 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 07:49:20.001377: step 77860, loss = 1.52 (124.0 examples/sec; 1.033 sec/batch)
2018-04-10 07:49:30.281761: step 77870, loss = 1.56 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 07:49:40.570447: step 77880, loss = 1.65 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 07:49:50.811943: step 77890, loss = 1.61 (125.0 examples/sec; 1.024 sec/batch)
2018-04-10 07:50:01.385284: step 77900, loss = 1.46 (121.1 examples/sec; 1.057 sec/batch)
2018-04-10 07:50:11.713324: step 77910, loss = 1.40 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 07:50:22.045687: step 77920, loss = 1.48 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 07:50:32.338385: step 77930, loss = 1.55 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 07:50:42.742970: step 77940, loss = 1.35 (123.0 examples/sec; 1.040 sec/batch)
2018-04-10 07:50:53.124852: step 77950, loss = 1.59 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 07:51:03.522994: step 77960, loss = 1.54 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 07:51:13.862584: step 77970, loss = 1.50 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 07:51:24.187176: step 77980, loss = 1.61 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 07:51:34.497969: step 77990, loss = 1.57 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 07:51:45.113634: step 78000, loss = 1.57 (120.6 examples/sec; 1.062 sec/batch)
2018-04-10 07:51:55.416604: step 78010, loss = 1.53 (124.2 examples/sec; 1.030 sec/batch)
2018-04-10 07:52:05.795541: step 78020, loss = 1.34 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 07:52:16.137043: step 78030, loss = 1.40 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 07:52:26.474913: step 78040, loss = 1.71 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 07:52:36.768201: step 78050, loss = 1.48 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 07:52:47.088239: step 78060, loss = 1.40 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 07:52:57.399487: step 78070, loss = 1.54 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 07:53:07.782463: step 78080, loss = 1.33 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 07:53:18.114987: step 78090, loss = 1.51 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 07:53:28.689453: step 78100, loss = 1.27 (121.0 examples/sec; 1.057 sec/batch)
2018-04-10 07:53:38.941193: step 78110, loss = 1.61 (124.9 examples/sec; 1.025 sec/batch)
2018-04-10 07:53:49.232128: step 78120, loss = 1.18 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 07:53:59.485274: step 78130, loss = 1.22 (124.8 examples/sec; 1.025 sec/batch)
2018-04-10 07:54:09.834649: step 78140, loss = 1.54 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 07:54:20.130590: step 78150, loss = 1.35 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 07:54:30.421119: step 78160, loss = 1.46 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 07:54:40.684574: step 78170, loss = 1.67 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 07:54:50.977479: step 78180, loss = 1.49 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 07:55:01.237622: step 78190, loss = 1.51 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 07:55:11.860309: step 78200, loss = 1.53 (120.5 examples/sec; 1.062 sec/batch)
2018-04-10 07:55:22.181440: step 78210, loss = 1.37 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 07:55:32.508574: step 78220, loss = 1.47 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 07:55:42.834305: step 78230, loss = 1.54 (124.0 examples/sec; 1.033 sec/batch)
2018-04-10 07:55:53.230919: step 78240, loss = 1.46 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 07:56:03.637959: step 78250, loss = 1.42 (123.0 examples/sec; 1.041 sec/batch)
2018-04-10 07:56:14.010575: step 78260, loss = 1.56 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 07:56:24.317653: step 78270, loss = 1.44 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 07:56:34.654071: step 78280, loss = 1.40 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 07:56:44.969099: step 78290, loss = 1.40 (124.1 examples/sec; 1.032 sec/batch)
2018-04-10 07:56:55.601024: step 78300, loss = 1.57 (120.4 examples/sec; 1.063 sec/batch)
2018-04-10 07:57:05.959411: step 78310, loss = 1.57 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 07:57:16.317946: step 78320, loss = 1.56 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 07:57:26.657337: step 78330, loss = 1.34 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 07:57:36.996613: step 78340, loss = 1.54 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 07:57:47.334193: step 78350, loss = 1.44 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 07:57:57.686198: step 78360, loss = 1.76 (123.6 examples/sec; 1.035 sec/batch)
2018-04-10 07:58:08.079410: step 78370, loss = 1.51 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 07:58:18.441316: step 78380, loss = 1.40 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 07:58:28.788131: step 78390, loss = 1.88 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 07:58:39.386679: step 78400, loss = 1.57 (120.8 examples/sec; 1.060 sec/batch)
2018-04-10 07:58:49.706577: step 78410, loss = 1.43 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 07:59:00.060279: step 78420, loss = 1.41 (123.6 examples/sec; 1.035 sec/batch)
2018-04-10 07:59:10.496329: step 78430, loss = 1.57 (122.7 examples/sec; 1.044 sec/batch)
2018-04-10 07:59:20.862615: step 78440, loss = 1.42 (123.5 examples/sec; 1.037 sec/batch)
2018-04-10 07:59:31.250716: step 78450, loss = 1.77 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 07:59:41.627505: step 78460, loss = 1.61 (123.4 examples/sec; 1.038 sec/batch)
2018-04-10 07:59:51.952327: step 78470, loss = 1.38 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 08:00:02.351239: step 78480, loss = 1.37 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 08:00:12.737549: step 78490, loss = 1.20 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:00:23.363384: step 78500, loss = 1.39 (120.5 examples/sec; 1.063 sec/batch)
2018-04-10 08:00:33.677351: step 78510, loss = 1.57 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 08:00:44.114574: step 78520, loss = 1.46 (122.6 examples/sec; 1.044 sec/batch)
2018-04-10 08:00:54.496254: step 78530, loss = 1.51 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 08:01:04.947019: step 78540, loss = 1.72 (122.5 examples/sec; 1.045 sec/batch)
2018-04-10 08:01:15.344254: step 78550, loss = 1.53 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 08:01:25.692021: step 78560, loss = 1.38 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 08:01:35.992894: step 78570, loss = 1.53 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 08:01:46.298692: step 78580, loss = 1.54 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 08:01:56.604483: step 78590, loss = 1.38 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 08:02:07.247648: step 78600, loss = 1.44 (120.3 examples/sec; 1.064 sec/batch)
2018-04-10 08:02:17.589849: step 78610, loss = 1.55 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 08:02:27.925419: step 78620, loss = 1.46 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 08:02:38.241276: step 78630, loss = 1.58 (124.1 examples/sec; 1.032 sec/batch)
2018-04-10 08:02:48.568682: step 78640, loss = 1.62 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 08:02:58.911625: step 78650, loss = 1.53 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 08:03:09.276417: step 78660, loss = 1.62 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 08:03:19.618163: step 78670, loss = 1.55 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 08:03:29.936988: step 78680, loss = 1.59 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 08:03:40.236119: step 78690, loss = 1.79 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 08:03:50.945129: step 78700, loss = 1.44 (119.5 examples/sec; 1.071 sec/batch)
2018-04-10 08:04:01.312693: step 78710, loss = 1.51 (123.5 examples/sec; 1.037 sec/batch)
2018-04-10 08:04:11.682304: step 78720, loss = 1.52 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 08:04:21.988934: step 78730, loss = 1.61 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 08:04:32.306058: step 78740, loss = 1.61 (124.1 examples/sec; 1.032 sec/batch)
2018-04-10 08:04:42.594612: step 78750, loss = 1.47 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 08:04:52.880757: step 78760, loss = 1.50 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 08:05:03.194961: step 78770, loss = 1.56 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 08:05:13.547886: step 78780, loss = 1.59 (123.6 examples/sec; 1.035 sec/batch)
2018-04-10 08:05:23.829969: step 78790, loss = 1.57 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 08:05:34.363318: step 78800, loss = 1.51 (121.5 examples/sec; 1.053 sec/batch)
2018-04-10 08:05:44.619702: step 78810, loss = 1.35 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 08:05:54.936490: step 78820, loss = 1.43 (124.1 examples/sec; 1.032 sec/batch)
2018-04-10 08:06:05.296011: step 78830, loss = 1.72 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 08:06:15.648074: step 78840, loss = 1.56 (123.6 examples/sec; 1.035 sec/batch)
2018-04-10 08:06:25.959822: step 78850, loss = 1.36 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 08:06:36.259447: step 78860, loss = 1.59 (124.3 examples/sec; 1.030 sec/batch)
2018-04-10 08:06:46.548090: step 78870, loss = 1.51 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 08:06:56.862383: step 78880, loss = 1.40 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 08:07:07.208865: step 78890, loss = 1.51 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 08:07:17.872817: step 78900, loss = 1.50 (120.0 examples/sec; 1.066 sec/batch)
2018-04-10 08:07:28.141887: step 78910, loss = 1.49 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 08:07:38.436278: step 78920, loss = 1.72 (124.3 examples/sec; 1.029 sec/batch)
2018-04-10 08:07:48.721117: step 78930, loss = 1.42 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 08:07:59.042309: step 78940, loss = 1.35 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 08:08:09.407176: step 78950, loss = 1.49 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 08:08:19.761586: step 78960, loss = 1.38 (123.6 examples/sec; 1.035 sec/batch)
2018-04-10 08:08:30.039639: step 78970, loss = 1.34 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 08:08:40.312691: step 78980, loss = 1.52 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 08:08:50.575444: step 78990, loss = 1.40 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 08:09:01.195822: step 79000, loss = 1.43 (120.5 examples/sec; 1.062 sec/batch)
2018-04-10 08:09:11.579908: step 79010, loss = 1.57 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 08:09:21.919631: step 79020, loss = 1.43 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 08:09:32.249436: step 79030, loss = 1.30 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 08:09:42.665320: step 79040, loss = 1.55 (122.9 examples/sec; 1.042 sec/batch)
2018-04-10 08:09:53.065057: step 79050, loss = 1.42 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 08:10:03.475745: step 79060, loss = 1.37 (123.0 examples/sec; 1.041 sec/batch)
2018-04-10 08:10:13.897986: step 79070, loss = 1.39 (122.8 examples/sec; 1.042 sec/batch)
2018-04-10 08:10:24.253764: step 79080, loss = 1.41 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 08:10:34.560348: step 79090, loss = 1.37 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 08:10:45.263612: step 79100, loss = 1.49 (119.6 examples/sec; 1.070 sec/batch)
2018-04-10 08:10:55.592773: step 79110, loss = 1.53 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 08:11:06.096278: step 79120, loss = 1.33 (121.9 examples/sec; 1.050 sec/batch)
2018-04-10 08:11:16.545295: step 79130, loss = 1.59 (122.5 examples/sec; 1.045 sec/batch)
2018-04-10 08:11:26.972194: step 79140, loss = 1.38 (122.8 examples/sec; 1.043 sec/batch)
2018-04-10 08:11:37.371334: step 79150, loss = 1.55 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 08:11:47.756453: step 79160, loss = 1.56 (123.3 examples/sec; 1.039 sec/batch)
2018-04-10 08:11:58.077696: step 79170, loss = 1.58 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 08:12:08.452366: step 79180, loss = 1.47 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 08:12:18.773938: step 79190, loss = 1.40 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 08:12:29.350277: step 79200, loss = 1.51 (121.0 examples/sec; 1.058 sec/batch)
2018-04-10 08:12:39.622525: step 79210, loss = 1.48 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 08:12:49.916129: step 79220, loss = 1.57 (124.3 examples/sec; 1.029 sec/batch)
2018-04-10 08:13:00.201430: step 79230, loss = 1.50 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 08:13:10.560367: step 79240, loss = 1.60 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 08:13:20.879240: step 79250, loss = 1.57 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 08:13:31.188913: step 79260, loss = 1.57 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 08:13:41.450501: step 79270, loss = 1.33 (124.7 examples/sec; 1.026 sec/batch)
2018-04-10 08:13:51.736015: step 79280, loss = 1.35 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 08:14:02.110628: step 79290, loss = 1.46 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 08:14:12.712470: step 79300, loss = 1.61 (120.7 examples/sec; 1.060 sec/batch)
2018-04-10 08:14:22.998247: step 79310, loss = 1.44 (124.4 examples/sec; 1.029 sec/batch)
2018-04-10 08:14:33.275259: step 79320, loss = 1.59 (124.5 examples/sec; 1.028 sec/batch)
2018-04-10 08:14:43.595212: step 79330, loss = 1.53 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 08:14:53.927629: step 79340, loss = 1.41 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 08:15:04.265439: step 79350, loss = 1.32 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 08:15:14.599114: step 79360, loss = 1.65 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 08:15:24.859236: step 79370, loss = 1.42 (124.8 examples/sec; 1.026 sec/batch)
2018-04-10 08:15:35.127130: step 79380, loss = 1.51 (124.7 examples/sec; 1.027 sec/batch)
2018-04-10 08:15:45.381923: step 79390, loss = 1.64 (124.8 examples/sec; 1.025 sec/batch)
2018-04-10 08:15:55.944136: step 79400, loss = 1.34 (121.2 examples/sec; 1.056 sec/batch)
2018-04-10 08:16:06.255008: step 79410, loss = 1.48 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 08:16:16.688463: step 79420, loss = 1.63 (122.7 examples/sec; 1.043 sec/batch)
2018-04-10 08:16:27.014078: step 79430, loss = 1.61 (124.0 examples/sec; 1.033 sec/batch)
2018-04-10 08:16:37.326600: step 79440, loss = 1.46 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 08:16:47.666680: step 79450, loss = 1.57 (123.8 examples/sec; 1.034 sec/batch)
2018-04-10 08:16:58.117737: step 79460, loss = 1.40 (122.5 examples/sec; 1.045 sec/batch)
2018-04-10 08:17:08.508571: step 79470, loss = 1.50 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:17:18.886805: step 79480, loss = 1.43 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 08:17:29.216244: step 79490, loss = 1.43 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 08:17:39.815046: step 79500, loss = 1.40 (120.8 examples/sec; 1.060 sec/batch)
2018-04-10 08:17:50.136781: step 79510, loss = 1.50 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 08:18:00.483566: step 79520, loss = 1.55 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 08:18:10.852569: step 79530, loss = 1.30 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 08:18:21.208480: step 79540, loss = 1.48 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 08:18:31.578654: step 79550, loss = 1.42 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 08:18:41.929958: step 79560, loss = 1.37 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 08:18:52.296723: step 79570, loss = 1.52 (123.5 examples/sec; 1.037 sec/batch)
2018-04-10 08:19:02.645289: step 79580, loss = 1.50 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 08:19:13.018902: step 79590, loss = 1.35 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 08:19:23.644055: step 79600, loss = 1.48 (120.5 examples/sec; 1.063 sec/batch)
2018-04-10 08:19:33.916083: step 79610, loss = 1.43 (124.6 examples/sec; 1.027 sec/batch)
2018-04-10 08:19:44.224106: step 79620, loss = 1.55 (124.2 examples/sec; 1.031 sec/batch)
2018-04-10 08:19:54.547894: step 79630, loss = 1.54 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 08:20:04.936075: step 79640, loss = 1.54 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:20:15.313902: step 79650, loss = 1.45 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 08:20:25.689798: step 79660, loss = 1.56 (123.4 examples/sec; 1.038 sec/batch)
2018-04-10 08:20:36.001418: step 79670, loss = 1.59 (124.1 examples/sec; 1.031 sec/batch)
2018-04-10 08:20:46.428143: step 79680, loss = 1.69 (122.8 examples/sec; 1.043 sec/batch)
2018-04-10 08:20:56.825424: step 79690, loss = 1.56 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 08:21:07.478684: step 79700, loss = 1.59 (120.2 examples/sec; 1.065 sec/batch)
2018-04-10 08:21:17.938303: step 79710, loss = 1.63 (122.4 examples/sec; 1.046 sec/batch)
2018-04-10 08:21:28.340216: step 79720, loss = 1.48 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 08:21:38.690151: step 79730, loss = 1.53 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 08:21:49.094017: step 79740, loss = 1.53 (123.0 examples/sec; 1.040 sec/batch)
2018-04-10 08:21:59.471664: step 79750, loss = 1.52 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 08:22:09.932990: step 79760, loss = 1.47 (122.4 examples/sec; 1.046 sec/batch)
2018-04-10 08:22:20.368228: step 79770, loss = 1.48 (122.7 examples/sec; 1.044 sec/batch)
2018-04-10 08:22:30.779921: step 79780, loss = 1.40 (122.9 examples/sec; 1.041 sec/batch)
2018-04-10 08:22:41.136210: step 79790, loss = 1.52 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 08:22:51.786621: step 79800, loss = 1.52 (120.2 examples/sec; 1.065 sec/batch)
2018-04-10 08:23:02.182679: step 79810, loss = 1.69 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 08:23:12.613190: step 79820, loss = 1.54 (122.7 examples/sec; 1.043 sec/batch)
2018-04-10 08:23:23.012885: step 79830, loss = 1.46 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 08:23:33.375255: step 79840, loss = 1.33 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 08:23:43.733124: step 79850, loss = 1.60 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 08:23:54.127426: step 79860, loss = 1.70 (123.1 examples/sec; 1.039 sec/batch)
2018-04-10 08:24:04.554564: step 79870, loss = 1.40 (122.8 examples/sec; 1.043 sec/batch)
2018-04-10 08:24:14.974836: step 79880, loss = 1.36 (122.8 examples/sec; 1.042 sec/batch)
2018-04-10 08:24:25.406422: step 79890, loss = 1.57 (122.7 examples/sec; 1.043 sec/batch)
2018-04-10 08:24:36.114881: step 79900, loss = 1.57 (119.5 examples/sec; 1.071 sec/batch)
2018-04-10 08:24:46.474773: step 79910, loss = 1.40 (123.6 examples/sec; 1.036 sec/batch)
2018-04-10 08:24:56.904171: step 79920, loss = 1.49 (122.7 examples/sec; 1.043 sec/batch)
2018-04-10 08:25:07.370881: step 79930, loss = 1.54 (122.3 examples/sec; 1.047 sec/batch)
2018-04-10 08:25:17.834694: step 79940, loss = 1.26 (122.3 examples/sec; 1.046 sec/batch)
2018-04-10 08:25:28.271383: step 79950, loss = 1.53 (122.6 examples/sec; 1.044 sec/batch)
2018-04-10 08:25:38.681553: step 79960, loss = 1.50 (123.0 examples/sec; 1.041 sec/batch)
2018-04-10 08:25:49.087131: step 79970, loss = 1.44 (123.0 examples/sec; 1.041 sec/batch)
2018-04-10 08:25:59.516540: step 79980, loss = 1.40 (122.7 examples/sec; 1.043 sec/batch)
2018-04-10 08:26:09.976774: step 79990, loss = 1.55 (122.4 examples/sec; 1.046 sec/batch)
2018-04-10 08:26:20.677710: step 80000, loss = 1.50 (119.6 examples/sec; 1.070 sec/batch)
2018-04-10 08:26:31.067625: step 80010, loss = 1.65 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:26:41.461319: step 80020, loss = 1.38 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:26:51.834416: step 80030, loss = 1.48 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 08:27:02.224299: step 80040, loss = 1.40 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:27:12.648051: step 80050, loss = 1.41 (122.8 examples/sec; 1.042 sec/batch)
2018-04-10 08:27:23.041429: step 80060, loss = 1.51 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:27:33.434585: step 80070, loss = 1.45 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:27:43.822480: step 80080, loss = 1.42 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:27:54.218691: step 80090, loss = 1.33 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 08:28:04.889424: step 80100, loss = 1.44 (120.0 examples/sec; 1.067 sec/batch)
2018-04-10 08:28:15.283166: step 80110, loss = 1.56 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:28:25.726636: step 80120, loss = 1.37 (122.6 examples/sec; 1.044 sec/batch)
2018-04-10 08:28:36.113756: step 80130, loss = 1.31 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:28:46.488106: step 80140, loss = 1.37 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 08:28:56.936259: step 80150, loss = 1.68 (122.5 examples/sec; 1.045 sec/batch)
2018-04-10 08:29:07.436397: step 80160, loss = 1.41 (121.9 examples/sec; 1.050 sec/batch)
2018-04-10 08:29:17.886096: step 80170, loss = 1.52 (122.5 examples/sec; 1.045 sec/batch)
2018-04-10 08:29:28.247411: step 80180, loss = 1.27 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 08:29:38.622934: step 80190, loss = 1.41 (123.4 examples/sec; 1.038 sec/batch)
2018-04-10 08:29:49.308640: step 80200, loss = 1.58 (119.8 examples/sec; 1.069 sec/batch)
2018-04-10 08:29:59.690416: step 80210, loss = 1.49 (123.3 examples/sec; 1.038 sec/batch)
2018-04-10 08:30:10.121650: step 80220, loss = 1.46 (122.7 examples/sec; 1.043 sec/batch)
2018-04-10 08:30:20.465790: step 80230, loss = 1.58 (123.7 examples/sec; 1.034 sec/batch)
2018-04-10 08:30:30.851765: step 80240, loss = 1.58 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:30:41.284275: step 80250, loss = 1.65 (122.7 examples/sec; 1.043 sec/batch)
2018-04-10 08:30:51.675962: step 80260, loss = 1.64 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:31:02.094926: step 80270, loss = 1.56 (122.9 examples/sec; 1.042 sec/batch)
2018-04-10 08:31:12.554783: step 80280, loss = 1.48 (122.4 examples/sec; 1.046 sec/batch)
2018-04-10 08:31:22.923686: step 80290, loss = 1.53 (123.4 examples/sec; 1.037 sec/batch)
2018-04-10 08:31:33.521968: step 80300, loss = 1.44 (120.8 examples/sec; 1.060 sec/batch)
2018-04-10 08:31:43.849051: step 80310, loss = 1.32 (123.9 examples/sec; 1.033 sec/batch)
2018-04-10 08:31:54.246428: step 80320, loss = 1.47 (123.1 examples/sec; 1.040 sec/batch)
2018-04-10 08:32:04.678439: step 80330, loss = 1.49 (122.7 examples/sec; 1.043 sec/batch)
2018-04-10 08:32:15.065232: step 80340, loss = 1.35 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:32:25.431903: step 80350, loss = 1.47 (123.5 examples/sec; 1.037 sec/batch)
2018-04-10 08:32:35.865907: step 80360, loss = 1.58 (122.7 examples/sec; 1.043 sec/batch)
2018-04-10 08:32:46.230340: step 80370, loss = 1.39 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 08:32:56.594089: step 80380, loss = 1.39 (123.5 examples/sec; 1.036 sec/batch)
2018-04-10 08:33:06.983900: step 80390, loss = 1.60 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:33:17.613518: step 80400, loss = 1.52 (120.4 examples/sec; 1.063 sec/batch)
2018-04-10 08:33:27.929700: step 80410, loss = 1.57 (124.1 examples/sec; 1.032 sec/batch)
2018-04-10 08:33:38.273821: step 80420, loss = 1.56 (123.7 examples/sec; 1.034 sec/batch)
2018-04-10 08:33:48.593082: step 80430, loss = 1.57 (124.0 examples/sec; 1.032 sec/batch)
2018-04-10 08:33:58.983383: step 80440, loss = 1.55 (123.2 examples/sec; 1.039 sec/batch)
2018-04-10 08:34:09.387205: step 80450, loss = 1.53 (123.0 examples/sec; 1.040 sec/batch)
2018-04-10 08:34:19.738469: step 80460, loss = 1.49 (123.7 examples/sec; 1.035 sec/batch)
2018-04-10 08:34:30.058490: step 80470, loss = 1.38 (124.0 examples/sec; 1.032 sec/batch)
